BOD(㎎/L),COD(㎎/L),Conductivity(µS/㎝),DO (㎎/L),Dissolved Total P(㎎/L),SS(㎎/L),T-N(㎎/L),T-P(㎎/L),Temp.(℃),TSI(Chl-a)
2.7,2.4,425.0,11.5,0.048,0.7,4.701,0.051,7.4,23.8002261587069
0.8,1.6,280.0,11.0,0.022,0.9,2.386,0.027,11.5,31.5349928638804
2.5,5.2,314.0,8.7,0.093,4.8,13.787,0.13,15.4,43.6963604646443
1.1,3.3,554.0,13.0,0.041,0.6,9.11,0.047,6.3,46.7733411170122
17.8,17.1,504.0,8.0,0.215,48.2,12.03,0.595,11.4,51.8221988817299
1.6,1.4,570.0,14.1,0.03,1.1,3.008,0.043,5.7,39.1883483134418
0.7,1.5,236.0,12.6,0.009,3.4,2.193,0.009,7.2,41.0448123298957
0.9,1.6,564.0,14.4,0.009,0.4,9.437,0.01,5.0,46.9602039096747
0.8,3.9,254.0,12.9,0.033,2.6,2.741,0.036,5.4,48.3393128452686
1.3,5.0,381.0,10.8,0.039,16.7,5.949,0.052,6.4,52.8895549368466
0.8,2.1,413.0,13.6,0.047,2.4,6.038,0.048,4.0,42.3123794157146
1.1,4.2,251.0,13.4,0.016,2.6,2.457,0.023,5.3,53.8520911037997
2.9,5.5,601.0,9.8,0.127,1.7,12.361,0.166,10.2,41.3773865518342
1.2,4.2,207.0,13.1,0.012,3.8,2.577,0.032,5.7,56.0594486752469
1.6,5.0,332.0,11.2,0.048,5.3,6.188,0.072,6.9,45.1345405464666
0.7,1.3,259.0,12.5,0.009,1.0,2.658,0.009,6.6,41.0448123298957
0.5,1.2,587.0,13.3,0.058,0.9,7.22,0.059,10.1,30.6
1.8,5.8,590.0,9.8,0.145,4.0,14.959,0.181,12.7,45.1345405464666
1.6,5.2,379.0,10.5,0.082,5.0,6.579,0.085,7.0,41.3773865518342
1.1,4.7,324.0,10.9,0.058,2.8,4.507,0.088,6.4,44.1995476825861
1.8,5.3,393.0,11.3,0.058,9.7,6.437,0.09,7.1,53.6669912727737
1.5,1.8,606.0,13.4,0.044,1.3,9.486,0.052,6.2,51.360466600213
1.1,5.0,716.0,11.8,0.052,3.4,9.218,0.059,7.7,42.3123794157146
1.4,2.1,350.0,11.0,0.046,6.4,2.63,0.049,5.1,49.405010825506
0.4,1.1,492.0,13.3,0.048,0.7,6.37,0.05,9.0,37.3997738412931
0.8,2.5,624.0,13.2,0.061,1.7,7.597,0.07,4.3,30.6
1.0,3.2,540.0,14.4,0.058,3.2,10.417,0.079,10.2,53.2859725079412
1.7,1.1,405.0,14.3,0.082,17.0,5.803,0.09,7.6,46.9602039096747
3.0,3.5,600.0,11.9,0.071,3.0,8.835,0.085,6.2,51.4779530343813
2.7,5.2,362.0,13.3,0.023,5.2,5.775,0.048,4.0,48.0122825624435
3.1,5.2,349.0,13.4,0.023,4.8,5.538,0.054,3.9,45.1345405464666
2.1,4.2,321.0,12.9,0.009,6.0,3.636,0.036,3.0,59.1701600198726
8.5,8.6,670.0,10.0,0.336,3.2,14.292,0.408,10.9,14.8114140790215
1.1,2.5,511.0,12.0,0.007,0.4,4.392,0.024,7.8,36.3661871826898
1.6,3.2,421.0,13.5,0.018,1.2,4.577,0.053,5.1,35.2107356029007
6.1,8.4,721.0,11.4,0.107,0.8,12.299,0.189,10.3,41.0448123298957
2.3,5.6,619.0,13.1,0.046,2.0,8.046,0.083,9.6,30.6
3.7,4.7,460.0,12.5,0.043,1.6,4.223,0.083,4.0,28.4109617616076
4.4,9.9,972.0,13.2,0.1,13.9,11.85,0.174,4.3,67.8777400508875
1.3,2.9,378.0,13.2,0.006,1.2,4.233,0.015,4.3,32.3885744721487
8.1,8.8,937.0,9.1,0.052,8.4,16.481,0.098,6.3,31.5349928638804
3.4,5.4,651.0,13.1,0.039,2.0,8.843,0.082,6.3,30.6
3.4,2.6,691.0,12.3,0.021,2.4,10.439,0.048,6.5,23.8002261587069
11.5,11.1,892.0,9.7,0.05,19.3,20.68,0.185,7.2,56.2766531201023
4.9,6.4,649.0,11.2,0.092,2.8,8.33,0.124,5.0,34.5776127105411
2.5,5.2,613.0,12.8,0.091,2.4,8.372,0.114,2.4,23.8002261587069
0.9,1.7,613.0,10.4,0.034,0.8,6.766,0.038,9.2,40.7005664825472
0.8,2.9,365.0,13.5,0.007,1.6,4.036,0.018,3.1,25.5888006308556
1.6,4.1,273.0,13.5,0.014,4.8,3.196,0.019,3.9,49.8285298315037
1.7,4.6,328.0,15.9,0.019,5.8,4.183,0.028,4.1,57.2959081472304
3.8,8.3,522.0,10.6,0.171,9.5,10.363,0.239,3.5,64.6599908995191
1.7,4.2,649.0,14.3,0.037,2.8,6.762,0.072,5.5,37.3997738412931
4.5,7.9,544.0,9.9,0.175,7.6,11.382,0.214,5.3,56.5589747623382
5.3,5.7,1513.0,13.5,0.164,3.2,7.671,0.203,4.9,37.8784053517952
6.3,3.6,563.0,12.3,0.022,2.3,12.728,0.027,7.9,43.1659610239829
3.1,4.5,226.0,14.1,0.01,8.2,3.092,0.022,7.1,56.5589747623382
3.8,6.3,376.0,8.1,0.071,12.3,4.406,0.128,6.1,43.6963604646443
1.5,3.5,261.0,13.5,0.021,1.6,4.221,0.035,5.7,50.3661986315196
1.9,3.4,346.0,12.3,0.039,0.9,4.637,0.047,7.1,33.1737934344261
1.6,4.1,254.0,15.6,0.008,7.8,3.166,0.012,6.9,56.4891524035257
6.7,8.2,1869.0,12.1,0.216,8.0,8.51,0.275,6.2,50.7509538275533
1.3,3.0,300.0,12.5,0.006,1.2,3.748,0.01,6.2,43.1659610239829
0.9,2.6,394.0,12.6,0.031,0.5,7.89,0.038,7.3,23.8002261587069
5.1,8.0,662.0,8.8,0.06,3.8,15.893,0.116,7.3,38.7708384959934
3.7,7.5,588.0,7.7,0.112,3.9,9.345,0.151,5.8,47.323578784859
1.3,6.7,314.0,13.7,0.014,10.0,4.361,0.048,7.1,62.7487898306533
4.5,7.3,332.0,13.7,0.023,13.7,5.658,0.087,8.6,64.7811035489358
6.6,9.7,601.0,9.6,0.298,5.4,15.405,0.687,12.0,35.2107356029007
1.9,7.3,583.0,10.3,0.085,5.2,9.612,0.132,8.5,33.1737934344261
1.3,3.6,282.0,12.8,0.008,1.8,3.694,0.01,5.4,49.5482250478275
2.9,6.2,337.0,12.3,0.017,8.0,5.381,0.039,8.1,39.1883483134418
4.6,8.9,338.0,13.4,0.046,12.1,7.118,0.146,9.3,65.7270328687984
1.4,5.5,477.0,12.0,0.055,3.2,7.131,0.071,10.2,31.5349928638804
2.7,5.0,265.0,13.3,0.01,7.1,3.512,0.037,8.8,61.8985729968992
1.8,3.6,517.0,13.8,0.083,2.1,6.418,0.1,5.8,39.1883483134418
0.9,2.3,474.0,11.4,0.022,0.9,4.139,0.023,8.9,28.4109617616076
2.1,5.4,291.0,13.2,0.007,7.6,3.803,0.013,7.6,52.9901712034867
1.0,2.1,484.0,10.8,0.052,0.9,7.319,0.061,8.9,28.4109617616076
1.2,4.7,477.0,11.4,0.042,1.6,7.749,0.05,6.1,28.4109617616076
8.3,11.5,803.0,9.5,0.064,13.7,20.051,0.155,13.5,53.0897659675487
22.7,11.9,636.0,7.9,0.336,4.4,16.117,0.572,18.0,48.4988285550208
8.9,14.7,756.0,7.0,0.185,26.1,19.843,0.42,17.2,63.0764269613954
3.4,5.8,305.0,10.4,0.023,7.2,4.518,0.062,15.3,55.2986023963138
3.6,6.0,299.0,11.4,0.035,11.1,4.503,0.087,16.1,52.1547731036683
3.7,5.5,288.0,9.1,0.029,10.0,4.824,0.104,15.1,61.3164530925955
3.4,7.7,598.0,11.1,0.186,7.2,8.095,0.21,14.0,59.2762151068549
1.2,4.6,570.0,10.7,0.066,8.5,6.159,0.072,13.0,55.4555657449224
3.7,6.8,1465.0,9.6,0.141,5.6,5.376,0.192,12.6,60.1823973773402
2.7,5.9,308.0,10.2,0.035,9.0,4.361,0.074,15.5,55.1390866865617
2.3,3.0,167.0,11.0,0.027,3.9,3.501,0.037,16.0,53.7599777509678
2.8,5.2,375.0,10.8,0.053,3.1,4.628,0.081,12.0,61.8985729968992
0.6,2.3,251.0,11.2,0.004,1.3,2.774,0.009,11.7,42.0105094441937
1.2,2.3,482.0,13.7,0.009,4.2,3.171,0.015,17.3,55.4555657449224
1.6,4.1,268.0,12.3,0.009,5.7,2.887,0.028,14.0,48.3393128452686
1.9,6.8,536.0,11.0,0.066,6.6,7.559,0.083,16.8,60.1823973773402
2.5,4.2,242.0,12.1,0.009,7.8,2.794,0.034,14.3,56.8333982508743
2.3,5.0,267.0,11.0,0.015,9.6,3.159,0.049,14.7,47.8445861711888
1.9,3.1,601.0,14.8,0.017,3.6,6.889,0.037,15.4,58.6781906419181
3.1,6.4,332.0,8.1,0.017,23.7,2.676,0.04,12.7,60.5133685271286
1.5,1.8,572.0,18.5,0.006,0.9,6.032,0.013,15.6,45.3549992623753
0.8,1.8,267.0,11.4,0.004,0.7,2.916,0.009,14.6,42.3123794157146
1.4,3.9,241.0,10.3,0.007,5.0,2.633,0.023,13.6,47.6739731751854
5.0,11.4,761.0,7.0,0.055,4.3,16.398,0.122,14.8,60.4667651140668
1.2,4.0,351.0,12.8,0.015,4.2,6.782,0.018,16.9,61.6118302450297
1.8,7.4,607.0,9.4,0.06,3.1,9.926,0.088,15.5,48.0122825624435
1.3,8.4,537.0,9.9,0.028,4.8,6.81,0.03,14.1,55.2986023963138
2.0,5.1,497.0,7.8,0.119,2.7,6.764,0.147,21.9,48.1771603931272
10.7,5.4,516.0,5.9,0.164,4.0,11.873,0.192,23.4,49.2596748339538
2.0,3.8,181.0,11.3,0.029,6.4,2.101,0.046,19.5,50.6243714261131
1.1,1.4,251.0,10.2,0.029,2.0,4.315,0.032,22.5,49.1121532570076
1.0,4.1,221.0,9.6,0.017,4.8,2.435,0.038,21.2,55.9119270983007
9.3,2.7,202.0,7.7,0.038,3.3,4.836,0.056,21.4,45.7815882105041
1.1,4.1,208.0,11.4,0.011,5.4,2.228,0.022,19.0,54.7285665380944
2.3,3.6,472.0,9.3,0.046,5.3,9.034,0.051,20.2,63.3934743036086
2.2,3.1,388.0,8.7,0.053,6.6,4.479,0.075,17.9,57.7375904615089
2.5,5.5,275.0,10.1,0.04,13.8,3.495,0.078,20.3,60.1341908921283
1.6,1.5,267.0,8.0,0.031,3.4,2.133,0.033,25.3,43.6963604646443
4.1,8.7,549.0,7.1,0.069,12.9,8.841,0.166,23.1,45.1345405464666
8.1,5.7,525.0,5.4,0.071,5.7,7.531,0.086,20.7,51.9343143877596
2.3,5.1,582.0,8.7,0.162,2.7,6.919,0.18,21.6,49.405010825506
2.9,5.1,245.0,9.6,0.046,6.0,3.308,0.083,21.3,50.3661986315196
1.1,1.1,233.0,9.5,0.024,1.5,2.298,0.028,23.0,42.605236984213
0.3,0.6,212.0,10.6,0.014,0.8,2.136,0.02,20.0,41.6990547137277
1.2,1.6,210.0,9.9,0.033,1.5,2.842,0.033,17.7,44.6781791930883
0.9,1.9,391.0,9.0,0.078,6.5,5.206,0.078,19.4,41.3773865518342
1.4,2.7,745.0,12.0,0.05,3.4,2.605,0.075,20.3,53.3826235360471
3.4,4.5,231.0,9.1,0.052,9.3,3.169,0.109,19.0,57.675697511723
0.9,3.8,207.0,11.2,0.012,3.6,2.206,0.035,19.9,45.5706123372864
1.2,1.3,488.0,12.8,0.033,0.9,3.273,0.036,25.1,42.3123794157146
12.5,4.7,289.0,3.0,0.119,6.1,2.874,0.154,20.9,54.4737470164784
1.1,4.1,223.0,9.4,0.018,6.4,2.491,0.039,20.8,58.3359466311238
1.1,2.1,390.0,10.1,0.041,3.1,5.078,0.043,24.7,55.9859651855838
1.1,4.8,352.0,10.3,0.044,1.6,2.315,0.067,22.3,55.6863999245164
0.6,2.8,524.0,14.1,0.008,1.2,2.405,0.027,24.5,49.9657348652759
0.7,4.8,557.0,9.3,0.135,2.9,5.48,0.153,22.7,53.4783316122612
1.4,5.5,511.0,11.3,0.023,1.9,7.593,0.026,25.8,63.3934743036086
5.4,8.6,2180.0,9.3,0.028,40.0,2.822,0.057,22.3,73.1231415246289
1.0,4.0,182.0,9.6,0.01,2.2,2.138,0.014,24.8,43.1659610239829
1.3,4.7,232.0,8.5,0.023,2.2,3.272,0.041,24.4,46.7733411170122
1.3,5.3,281.0,7.3,0.047,5.6,3.024,0.09,25.2,57.0342926433544
3.3,6.0,319.0,8.5,0.056,30.5,3.851,0.093,24.7,62.0983762376069
1.7,7.4,584.0,10.2,0.2,3.7,6.912,0.289,24.0,63.2889262448188
3.1,6.7,476.0,6.3,0.061,17.3,6.189,0.109,24.9,64.1600100878813
1.7,6.9,556.0,7.5,0.066,2.7,7.923,0.079,24.8,51.121186445065
3.8,6.3,280.0,5.5,0.056,5.3,2.458,0.125,22.8,66.5646614011849
2.1,5.5,277.0,8.0,0.067,3.6,5.282,0.093,24.6,55.0583454900325
0.3,2.1,621.0,10.7,0.048,0.9,6.473,0.055,22.3,30.6
1.2,4.4,233.0,7.2,0.066,4.0,3.106,0.082,24.9,47.143573734524
0.2,2.4,203.0,10.1,0.001,1.5,1.54,0.002,24.6,44.9090133726823
2.1,5.2,576.0,6.1,0.148,3.8,15.226,0.171,26.3,52.5813620517972
3.4,9.2,637.0,8.2,0.097,6.1,10.619,0.147,26.9,52.5813620517972
1.7,4.8,491.0,9.0,0.024,6.0,6.825,0.034,24.0,55.377398000664
0.1,0.8,185.0,9.2,0.003,0.2,1.56,0.028,21.8,18.7890267895626
2.2,4.4,173.0,11.2,0.015,5.3,1.84,0.031,23.3,54.5594244169719
0.5,4.1,272.0,8.9,0.017,7.4,1.636,0.039,26.7,52.3703861785795
2.4,4.8,250.0,8.0,0.085,9.9,3.755,0.12,24.1,60.4667651140668
1.1,4.5,178.0,9.4,0.014,3.8,2.16,0.024,23.7,45.5706123372864
0.7,3.6,501.0,10.5,0.023,3.1,5.708,0.025,25.4,54.8120564037366
1.0,3.2,404.0,10.9,0.083,1.7,5.811,0.083,25.3,40.3437998932309
1.3,6.2,153.0,10.2,0.03,40.1,2.936,0.123,22.0,56.3479988891206
4.4,7.8,494.0,5.8,0.164,2.3,11.592,0.215,27.1,44.1995476825861
1.0,3.7,180.0,10.5,0.02,11.6,2.608,0.03,21.1,55.9119270983007
0.8,4.2,404.0,10.6,0.063,4.5,5.294,0.074,25.1,47.6739731751854
1.4,4.4,463.0,9.9,0.047,3.0,6.248,0.064,27.4,57.1003534990534
1.4,4.9,225.0,9.2,0.036,26.5,2.925,0.08,22.7,57.4241452674061
1.0,3.9,277.0,12.4,0.044,2.8,2.818,0.05,26.6,55.377398000664
0.2,2.6,176.0,9.8,0.009,1.8,2.714,0.014,21.4,18.7890267895626
1.5,5.8,466.0,8.5,0.062,1.6,6.437,0.082,26.0,51.2415560533907
3.5,8.4,522.0,14.6,0.126,7.9,5.376,0.173,29.0,72.9676296815346
0.7,3.9,179.0,10.2,0.016,13.6,2.636,0.028,20.6,54.2121315126024
1.2,4.3,419.0,10.3,0.063,3.2,5.26,0.087,24.5,62.5619270379907
2.3,5.7,335.0,6.0,0.063,4.5,2.725,0.077,26.2,59.9881336035647
1.0,3.8,195.0,10.0,0.023,10.4,2.822,0.033,21.7,55.0583454900325
0.4,2.5,526.0,13.1,0.082,0.4,5.748,0.091,24.7,43.1659610239829
0.7,3.3,200.0,11.3,0.015,1.2,2.822,0.037,26.6,31.5349928638804
1.0,4.5,178.0,9.8,0.019,11.0,2.78,0.049,20.8,60.7884332759603
1.8,3.6,316.0,14.7,0.045,1.3,4.323,0.054,28.2,50.9993215238792
1.2,3.6,196.0,9.3,0.027,10.0,2.894,0.037,21.8,56.4188295217405
2.2,6.0,420.0,6.8,0.067,5.4,5.277,0.102,27.6,63.1832519734262
1.1,3.6,158.0,11.0,0.019,7.8,2.412,0.05,20.9,59.1701600198726
1.5,4.1,280.0,13.4,0.06,3.0,3.14,0.081,29.2,60.8335368036894
1.8,3.2,1342.0,10.0,0.071,5.4,4.439,0.088,24.9,60.1823973773402
5.8,9.6,578.0,9.1,0.073,10.8,10.075,0.145,28.1,69.1326632384733
1.1,3.3,436.0,16.0,0.046,2.0,4.123,0.053,28.2,51.5940490638984
0.5,3.3,206.0,9.3,0.029,1.6,2.17,0.039,29.9,36.3661871826898
1.5,5.5,275.0,10.0,0.044,4.7,3.388,0.058,26.7,69.5300367542583
1.1,3.3,466.0,13.5,0.045,1.8,4.44,0.058,30.1,52.0451630248007
1.4,5.4,247.0,5.1,0.074,11.6,3.19,0.103,30.0,58.2777268756744
1.5,6.1,513.0,9.5,0.065,3.0,7.086,0.082,28.6,54.8948417051525
2.4,5.4,298.0,3.7,0.094,4.3,1.61,0.144,28.6,66.075988948148
0.9,4.2,220.0,5.4,0.034,3.2,3.012,0.041,29.3,49.8285298315037
2.0,4.3,194.0,8.8,0.026,4.2,3.332,0.051,27.8,51.7087872139753
1.3,3.2,397.0,13.8,0.049,1.2,2.95,0.058,30.8,48.3393128452686
2.1,5.3,255.0,6.8,0.062,24.3,3.038,0.102,27.9,60.3256115996617
0.4,2.0,546.0,11.3,0.099,0.8,5.271,0.109,26.8,34.5776127105411
4.5,8.5,607.0,7.9,0.173,10.2,8.898,0.245,28.5,62.5241235230009
1.2,4.7,181.0,9.5,0.017,4.6,1.893,0.078,28.7,60.2781054535542
1.5,4.2,239.0,6.5,0.06,5.9,3.737,0.085,28.0,54.3873147392965
2.8,8.1,497.0,7.1,0.156,5.0,11.219,0.197,29.4,55.6863999245164
1.3,3.6,249.0,14.2,0.066,2.6,2.212,0.084,31.3,57.4241452674061
1.2,5.7,512.0,10.4,0.138,3.3,6.232,0.162,28.9,57.1003534990534
0.2,2.2,172.0,9.0,0.022,1.5,1.968,0.023,25.7,28.4109617616076
1.5,5.1,290.0,10.2,0.057,3.6,5.832,0.08,28.7,58.6781906419181
1.6,4.6,186.0,8.7,0.009,4.8,1.748,0.025,28.5,60.4667651140668
0.6,3.4,370.0,10.0,0.093,1.1,4.095,0.11,27.4,41.3773865518342
1.6,5.0,1255.0,9.5,0.077,5.1,3.219,0.091,26.6,61.0998880064264
3.5,7.6,401.0,6.1,0.097,8.3,4.542,0.159,30.0,70.2451072965077
0.8,3.6,207.0,6.7,0.016,3.4,2.436,0.031,29.1,51.4779530343813
0.9,3.2,228.0,9.7,0.091,0.7,2.323,0.102,27.3,39.1883483134418
1.3,5.1,435.0,11.2,0.07,3.0,5.936,0.087,28.9,57.2311554368828
2.5,4.8,507.0,11.5,0.067,0.4,5.134,0.068,23.8,59.3811358930902
1.0,2.4,564.0,13.8,0.068,3.3,5.031,0.071,23.3,47.143573734524
2.0,6.2,369.0,7.2,0.072,48.8,3.809,0.123,24.5,61.359198258265
1.6,7.0,569.0,9.3,0.132,1.9,6.72,0.144,24.6,53.5731149583053
1.4,4.4,311.0,3.3,0.071,4.5,1.758,0.077,25.6,58.1602404415061
1.9,6.6,669.0,8.9,0.073,5.1,8.378,0.115,25.1,54.123352626152
1.3,4.2,1696.0,6.7,0.076,7.0,4.211,0.089,24.3,55.8373259783317
3.3,3.4,479.0,9.9,0.067,2.1,5.217,0.074,25.4,40.7005664825472
0.9,3.8,182.0,9.1,0.014,4.6,1.886,0.026,23.3,59.9881336035647
2.5,5.4,207.0,10.1,0.013,6.7,2.109,0.033,23.4,65.8896332763726
2.0,5.1,287.0,6.1,0.062,20.2,3.513,0.081,23.4,56.2766531201023
1.7,6.4,569.0,6.0,0.072,3.0,6.164,0.074,26.8,54.4737470164784
1.5,5.2,497.0,9.8,0.055,1.2,5.987,0.056,26.5,59.3288157690719
2.1,5.3,321.0,6.3,0.079,52.0,3.737,0.113,23.8,56.3479988891206
7.7,7.7,567.0,4.3,0.12,4.3,12.347,0.124,27.2,52.9901712034867
2.2,6.3,548.0,6.6,0.084,1.0,7.509,0.097,26.6,45.7815882105041
1.2,4.2,186.0,9.0,0.016,6.0,1.955,0.026,23.1,61.8985729968992
1.7,4.7,310.0,7.2,0.064,6.6,5.094,0.098,24.1,60.4667651140668
1.2,4.3,498.0,9.8,0.048,1.9,5.766,0.053,25.9,61.2735208577715
1.1,4.8,480.0,11.3,0.004,3.0,2.93,0.035,26.3,59.8398688166481
1.7,5.1,254.0,8.9,0.065,1.5,2.087,0.067,27.2,54.123352626152
0.7,3.8,484.0,9.1,0.106,1.9,4.035,0.117,24.7,44.6781791930883
0.9,3.6,221.0,11.3,0.005,1.2,1.702,0.034,26.4,45.5706123372864
0.2,2.5,213.0,10.3,0.003,0.5,1.775,0.004,24.9,44.9090133726823
1.3,4.2,305.0,10.3,0.079,3.0,2.114,0.082,24.0,47.8445861711888
1.0,4.6,270.0,6.9,0.037,7.8,2.904,0.065,23.5,55.0583454900325
0.2,2.7,328.0,13.7,0.036,2.4,4.038,0.052,3.7,46.3885859209785
1.2,4.9,346.0,12.0,0.038,3.4,5.813,0.05,4.6,44.1995476825861
0.5,4.3,430.0,11.5,0.047,5.2,8.231,0.055,6.2,43.6963604646443
0.3,1.5,237.0,12.8,0.01,2.6,2.32,0.01,3.8,25.5888006308556
1.4,5.1,248.0,16.8,0.01,3.5,3.035,0.11,3.1,55.1390866865617
3.0,6.7,596.0,10.0,0.207,3.5,10.389,0.272,9.3,42.3123794157146
1.3,4.6,324.0,12.9,0.031,2.0,4.442,0.032,3.9,42.8896047209396
1.5,4.1,302.0,14.3,0.014,2.4,2.985,0.04,4.4,56.2766531201023
0.8,1.1,412.0,12.8,0.07,10.8,6.127,0.08,6.7,53.2859725079412
0.7,2.8,327.0,11.0,0.048,5.5,2.768,0.056,3.6,46.1903973621937
0.4,1.1,590.0,14.1,0.05,1.5,7.419,0.057,9.6,41.3773865518342
1.2,1.9,313.0,12.0,0.053,2.0,3.396,0.06,4.4,28.4109617616076
2.0,4.1,507.0,11.8,0.057,4.7,8.811,0.076,8.9,45.3549992623753
0.2,1.6,262.0,13.3,0.01,0.8,2.611,0.011,4.6,28.4109617616076
0.3,2.0,361.0,11.9,0.01,1.3,7.306,0.011,5.8,30.6
2.0,5.8,706.0,10.0,0.053,6.3,9.834,0.067,7.5,40.7005664825472
0.4,2.5,546.0,11.4,0.065,2.2,5.525,0.076,4.9,36.8965866233512
2.3,2.2,621.0,10.5,0.011,4.9,9.744,0.051,6.5,39.9735672757191
4.6,10.5,670.0,12.2,0.05,9.8,14.18,0.23,6.8,56.0594486752469
1.3,5.4,369.0,13.1,0.042,5.1,5.899,0.049,4.2,52.1547731036683
6.4,5.6,597.0,10.2,0.093,7.3,14.418,0.113,11.2,41.3773865518342
4.6,5.8,617.0,9.7,0.104,6.2,9.986,0.134,6.1,53.2859725079412
1.4,4.9,339.0,13.0,0.031,3.8,6.539,0.062,3.7,48.4988285550208
1.0,4.4,306.0,13.1,0.028,1.6,4.017,0.032,3.4,41.0448123298957
0.4,1.6,464.0,14.0,0.011,2.0,5.648,0.05,8.5,38.7708384959934
1.4,4.1,266.0,14.4,0.015,4.6,3.168,0.026,4.0,53.943347575817
0.9,4.4,531.0,9.7,0.043,4.4,7.57,0.056,17.4,51.5940490638984
1.1,2.6,564.0,14.7,0.01,2.2,5.841,0.023,16.3,46.1903973621937
1.1,5.2,300.0,9.2,0.026,23.3,3.613,0.109,18.8,65.0189333788298
0.9,3.5,312.0,12.1,0.019,4.0,3.368,0.022,15.3,52.7878959960279
3.7,6.1,363.0,11.6,0.033,7.4,2.998,0.043,18.0,49.1121532570076
4.6,6.9,557.0,8.6,0.092,6.6,11.921,0.11,22.4,47.143573734524
0.4,0.9,206.0,10.1,0.0,2.6,2.028,0.0,18.9,35.8054631429199
0.2,1.4,189.0,9.5,0.0,2.4,2.101,0.006,18.8,30.6
0.9,3.6,1659.0,9.1,0.047,7.0,3.348,0.06,16.6,52.8895549368466
0.4,2.6,241.0,11.3,0.003,5.2,2.275,0.011,19.4,52.8895549368466
1.5,4.4,572.0,7.5,0.102,3.6,8.94,0.139,20.1,37.8784053517952
0.7,4.4,257.0,8.9,0.019,6.4,3.212,0.05,18.5,54.9769342344203
1.5,5.9,653.0,8.3,0.042,18.8,5.936,0.064,17.3,42.3123794157146
0.7,3.1,518.0,9.4,0.105,2.0,6.114,0.12,15.6,33.1737934344261
1.0,4.7,207.0,9.8,0.013,17.4,3.294,0.064,17.9,66.3362164081589
0.8,4.3,258.0,8.7,0.026,7.0,3.648,0.058,18.3,56.2047846667991
1.6,4.0,307.0,4.6,0.02,5.4,2.474,0.034,17.1,46.5828496947541
0.5,3.2,182.0,8.3,0.012,5.0,2.018,0.024,18.8,49.6893785622326
0.8,1.7,573.0,13.4,0.029,2.0,5.998,0.036,18.2,38.7708384959934
1.3,0.7,531.0,11.3,0.008,2.8,6.674,0.012,17.7,49.1121532570076
0.7,4.1,183.0,8.9,0.008,5.6,2.09,0.023,18.3,55.8373259783317
1.5,4.0,200.0,10.0,0.018,5.0,2.93,0.038,18.6,54.123352626152
1.4,4.8,275.0,9.5,0.037,9.0,5.028,0.075,18.4,56.765508706569
3.1,6.7,504.0,11.5,0.131,8.2,8.435,0.146,20.4,53.8520911037997
1.0,5.3,623.0,7.9,0.074,4.2,7.154,0.097,16.9,40.7005664825472
1.4,6.6,620.0,8.9,0.048,3.2,9.107,0.073,18.4,39.9735672757191
1.3,4.0,214.0,11.7,0.016,4.4,3.11,0.034,11.0,54.0337629623963
0.8,4.1,251.0,10.4,0.021,5.0,2.71,0.036,11.6,52.3703861785795
3.1,2.9,315.0,10.3,0.036,5.0,4.302,0.051,15.1,45.1345405464666
3.1,2.7,475.0,11.0,0.012,4.8,4.142,0.022,15.1,39.1883483134418
0.6,3.4,204.0,12.1,0.012,4.4,2.039,0.02,11.4,53.943347575817
3.9,5.0,495.0,7.7,0.069,12.8,9.798,0.076,20.4,54.8948417051525
1.0,4.5,298.0,9.1,0.046,12.0,4.138,0.057,11.8,54.2121315126024
2.2,8.2,718.0,10.5,0.059,3.6,10.693,0.098,11.7,45.5706123372864
2.9,3.3,331.0,10.8,0.012,1.6,3.747,0.015,14.6,42.0105094441937
2.4,2.2,236.0,10.7,0.0,2.0,2.194,0.0,16.1,33.1737934344261
3.6,3.7,560.0,11.6,0.006,5.4,6.624,0.011,15.9,56.3479988891206
3.0,3.1,267.0,10.5,0.008,5.8,2.403,0.035,15.8,55.2191687639318
1.1,4.9,316.0,10.6,0.037,5.4,5.477,0.064,11.1,50.8759236704299
2.3,2.0,223.0,10.2,0.0,0.2,2.17,0.0,15.7,21.6111879203145
3.3,6.0,587.0,8.8,0.069,3.8,5.913,0.088,16.3,45.1345405464666
3.0,7.1,576.0,7.4,0.061,8.8,11.516,0.085,20.0,49.5482250478275
0.9,4.4,303.0,9.8,0.036,4.2,4.317,0.052,12.0,48.8102832854868
0.6,3.6,201.0,12.3,0.012,4.2,2.014,0.024,11.2,51.8221988817299
7.9,3.0,522.0,9.7,0.02,6.2,8.213,0.026,16.2,52.9901712034867
3.8,4.3,295.0,8.2,0.011,4.2,2.411,0.021,15.1,47.143573734524
1.1,5.1,317.0,10.3,0.032,24.4,4.452,0.068,11.0,60.4667651140668
4.3,5.7,598.0,7.5,0.068,6.6,8.186,0.102,19.1,47.143573734524
2.7,6.4,682.0,7.9,0.032,10.2,6.045,0.037,16.8,42.605236984213
3.5,4.7,533.0,10.1,0.064,8.4,6.974,0.071,14.9,51.121186445065
3.8,3.3,572.0,14.2,0.006,3.8,7.077,0.013,15.9,42.605236984213
2.6,1.8,613.0,10.7,0.028,0.4,6.652,0.033,16.7,35.2107356029007
1.9,5.3,515.0,14.3,0.048,1.8,7.063,0.049,0.0,31.5349928638804
1.3,3.4,734.0,16.1,0.023,0.2,7.913,0.028,0.5,32.3885744721487
